9311,22,51,80,0,95,39,3,1,0,36,0,0,0,4,0,1,3,0,39,2,0,0,0,0,4,3,15,0,1,0,2,5,0,0,0,8,0,0,6,0,1,0,4,112,6,56,99,115,0,0,1,12,2,10,0,0,0,0,0,0,0,0,0,0,10,0,1,2,0,0,19,0,1,0
56,10102,2,2,0,8,0,1,0,0,2,0,0,2,0,3,9,2,0,3,2,4,0,0,1,1,3,1,2,1,0,3,9,1,0,0,1,0,5,0,2,1,2,4,15,1,0,10,11,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,19,5,0,0
24,3,9511,248,0,62,4,0,1,1,5,1,1,11,66,7,2,1,0,3,2,6,0,1,1,9,4,20,1,3,0,8,24,0,3,0,7,0,3,1,1,1,0,2,7,4,2,8,5,0,0,1,7,0,4,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,70,2,0,0
34,3,303,9005,0,11,0,17,8,2,3,3,0,6,6,12,11,19,0,9,3,9,5,0,1,35,3,80,9,7,7,9,74,9,17,1,74,0,0,14,4,0,1,7,8,32,16,30,41,0,1,0,59,2,21,0,0,0,0,0,0,0,0,0,0,118,1,7,3,0,0,39,3,0,0
0,0,0,0,10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
126,6,63,17,0,9727,78,61,68,0,7,1,0,0,8,3,2,0,0,12,2,0,2,0,0,14,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,34,2,19,12,21,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,9,2,0,0
71,1,7,0,0,72,10003,0,0,0,18,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,26,11,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,9,24,0,11,2,9379,37,8,1,4,1,12,1,9,5,12,0,0,30,7,10,3,3,6,7,1,3,3,1,6,41,1,4,0,66,0,4,6,8,2,2,1,2,25,2,5,1,0,0,12,23,0,4,0,0,0,0,0,0,0,0,0,0,476,2,4,1,0,1,6,3,1,0
3,0,0,4,0,26,5,51,9879,10,1,1,2,0,8,1,0,7,0,2,1,2,8,4,3,9,0,1,1,2,1,0,19,17,6,1,45,0,0,9,0,0,0,2,0,7,3,3,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,2,0,0,3,3,4,0
3,0,0,0,0,3,6,8,19,10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
96,4,16,0,0,35,12,1,0,0,10066,0,0,0,8,3,0,1,0,25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,10,2,5,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1
0,0,0,0,0,0,0,1,0,0,0,10108,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,9,0,0,0,1,11,0,0,0,9803,0,0,0,5,11,0,0,3,1,1,1,5,13,0,86,12,28,17,1,6,31,5,10,13,3,0,21,2,0,1,0,0,5,2,16,10,0,2,3,15,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0
0,0,0,33,0,0,0,26,4,0,0,0,4,1093,0,11,5,85,0,0,524,616,24,112,12,4,189,10,19,40,16,885,2377,120,63,28,903,1,478,114,436,0,0,0,2,349,0,2,1,0,0,517,414,0,18,0,0,0,0,0,0,0,0,0,0,650,0,1,2,0,0,5,0,2,0
0,0,3,1,0,2,0,0,0,0,0,4,0,0,10107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,181,0,1,0
0,0,0,21,0,2,0,12,2,0,1,0,1,4,2,9660,21,27,0,1,2,4,5,0,0,8,13,4,26,27,13,5,20,6,32,9,49,0,2,7,1,1,0,1,1,47,4,30,7,0,0,1,67,0,11,0,0,0,0,0,0,0,0,0,0,115,0,6,12,0,0,1,1,10,0
1,11,9,22,1,0,0,15,3,0,1,0,4,20,0,39,8115,162,0,0,8,14,12,0,6,17,10,40,96,42,195,6,48,48,235,74,46,10,15,65,6,0,0,0,0,75,40,150,44,0,4,13,141,0,75,0,0,0,0,0,0,0,0,0,0,99,0,4,9,0,0,1,1,4,0
2,4,3,85,0,1,0,46,29,0,0,0,17,197,0,65,227,3501,9,5,73,157,59,22,23,73,83,146,203,157,232,136,488,278,358,152,607,51,105,149,79,0,2,3,1,488,51,136,75,0,44,128,704,2,104,1,0,0,0,0,0,0,0,0,14,559,0,14,23,3,0,6,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,3,1,3,0,10,10,0,0,0,16,1,1,1,0,3,3,32,4,10015,3,1,0,0,4,2,0,22,4,6,4,2,2,3,7,6,5,2,0,0,2,0,1,2,5,2,11,32,11,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,8,1,0
