epoch,train_loss,train_acc,train_acc_top3,val_loss,val_acc,val_acc_top3,val_macro_f1,lr
1,2.1745947947502136,0.4678154296875,0.5753536783854166,1.7321858207384746,0.5489322916666667,0.6541666666666667,0.5250917581266258,0.000124
2,1.6463196323042115,0.5826944986979167,0.6825481770833334,1.4087608400980631,0.61625,0.711640625,0.6041857674809072,0.0004959999999999999
3,1.5085904395654797,0.6132115885416667,0.7076321614583333,1.3429379014174143,0.6293229166666666,0.718359375,0.6183943805907464,0.0008679999999999998
4,1.4767611154603462,0.6213455403645833,0.7133209635416666,1.3423157354195914,0.63203125,0.7243229166666667,0.6259889321690418,0.00124
5,1.4482936582602561,0.6278857421875,0.718505859375,1.314377413392067,0.6365625,0.72734375,0.629091916887866,0.001238489832958578
6,1.43227413471664,0.6316956380208333,0.72146337890625,1.3052551211913426,0.6404947916666667,0.7275520833333333,0.6304988107517815,0.0012339666892163363
7,1.421432427889357,0.6341456705729167,0.723490234375,1.3051515964667002,0.6418229166666667,0.7284114583333333,0.6356033595936631,0.0012264526050749227
8,1.4131070299806694,0.6362081705729167,0.72508349609375,1.292608514825503,0.6440625,0.7332552083333334,0.6347915986362112,0.0012159841883969606
9,1.4061966521007319,0.6378260091145833,0.72649755859375,1.2750183514753977,0.64796875,0.73453125,0.6392217037793703,0.0012026124402562239
10,1.4000233177828292,0.6391468098958333,0.7275367838541666,1.2784416474898657,0.6464583333333334,0.730234375,0.6389625711043039,0.0011864025064655304
11,1.3950252745499214,0.6403465169270833,0.7283951822916667,1.2601165916522343,0.648203125,0.736640625,0.641122818277303,0.0011674333601928918
12,1.3901232154381773,0.64145361328125,0.7293564453125,1.270677024324735,0.6488802083333334,0.735234375,0.6427065847057309,0.001145797417212176
13,1.385721749909222,0.6424763997395834,0.730310546875,1.2626868096987407,0.6511979166666667,0.7357291666666667,0.6430249397925408,0.0011216000856627485
14,1.3812234960297745,0.6433802083333333,0.73090966796875,1.275044116775195,0.6461197916666667,0.7341927083333334,0.6463901873141724,0.00109495925251161
15,1.3770784866859516,0.6443917643229167,0.7318126627604167,1.253133122722308,0.653203125,0.7366666666666667,0.6471506255883297,0.0010660047092199466
16,1.373218127715091,0.6452449544270833,0.7326354166666667,1.252401243050893,0.6536458333333334,0.7386197916666667,0.6471201700485745,0.001034877519412174
17,1.3685445497942468,0.64642431640625,0.73348583984375,1.2483277879158656,0.6530989583333333,0.734765625,0.6443621663808888,0.0010017293316281419
18,1.3641504554487764,0.6475403645833333,0.734208984375,1.2430357118447621,0.6546614583333333,0.7395052083333333,0.6503911878696537,0.0009667216405066894
19,1.3599327288009226,0.6484703776041667,0.73511328125,1.2458501972754796,0.65546875,0.7376041666666666,0.6459254252627434,0.0009300249999999999
20,1.355777187931041,0.6493409830729167,0.7358225911458334,1.242519626021385,0.6551302083333334,0.73859375,0.6465016063088777,0.0008918181924518885
21,1.3512907894477248,0.65031298828125,0.73670458984375,1.2374485570192337,0.656640625,0.7377604166666667,0.6505696793163593,0.0008522873575881946
22,1.3469085294405618,0.65131201171875,0.73756689453125,1.2309734596808752,0.6569270833333334,0.740625,0.6487551668996,0.0008116250856627487
23,1.3422777299893398,0.65232275390625,0.7386389973958334,1.235476026336352,0.6555729166666666,0.7387760416666667,0.6520984921890361,0.000770029479177014
24,1.3379202695563435,0.6532400716145833,0.7392565104166666,1.228909623424212,0.659296875,0.7436458333333333,0.6515844458592635,0.0007277031877446135
25,1.333629632645597,0.6541915690104166,0.7401472981770834,1.2310668017466864,0.657421875,0.7396354166666667,0.6532652327232877,0.0006848524208027817
26,1.3290172704209884,0.6553753255208333,0.7410445963541666,1.2225195491313934,0.6590625,0.7411979166666667,0.6513234294938615,0.0006416859429807156
27,1.324917939296613,0.6563172200520834,0.7417775065104166,1.2156958025693894,0.66125,0.742265625,0.6563609656508178,0.0005984140570192847
28,1.3207276970458528,0.6572537434895833,0.7427010091145834,1.211751225590706,0.660390625,0.7423958333333334,0.657254604855012,0.0005552475791972183
29,1.3162637675963342,0.65813720703125,0.7435118815104167,1.2081237039963404,0.6616145833333333,0.7441666666666666,0.6557619857561455,0.0005123968122553866
30,1.3121617077315848,0.6590872395833334,0.7442125651041667,1.206628055771192,0.6636197916666666,0.744453125,0.6568663250462845,0.000470070520822986
31,1.3079538219496607,0.6602058919270833,0.74515185546875,1.2045251760880153,0.6624739583333333,0.74546875,0.6545049692916933,0.00042847491433725145
32,1.30411445765694,0.6609825846354167,0.7459627278645833,1.2013887580235798,0.6641145833333333,0.7489583333333333,0.6607468879838029,0.00038781264241180536
33,1.300170304181675,0.6619104817708333,0.7466212565104167,1.1926278593142827,0.6651041666666667,0.7478385416666666,0.6571089124590421,0.0003482818075481114
34,1.2965110162670415,0.6627757161458333,0.7474806315104167,1.1966466689109803,0.66453125,0.7475520833333333,0.6559222054756351,0.00031007500000000015
35,1.292846297101428,0.6635485026041666,0.74811279296875,1.1922004475196202,0.6642708333333334,0.7482291666666666,0.6596256040632998,0.00027337835949331056
36,1.2894996542197963,0.6643440755208333,0.7489446614583334,1.1900538414716721,0.6661458333333333,0.74828125,0.6622207616972845,0.00023837066837185814
37,1.2862633387347062,0.6650773111979167,0.7495654296875,1.1881801076730092,0.6677864583333334,0.7502604166666667,0.6651360543484693,0.00020522248058782582
38,1.2831713034560284,0.6659235026041667,0.7502613932291666,1.185698733329773,0.668125,0.7500260416666666,0.6643205665675017,0.0001740952907800532
39,1.2803000864945353,0.6665392252604166,0.7509200846354167,1.1838307382663091,0.66796875,0.7488541666666667,0.6631679903834218,0.00014514074748838966
40,1.2776005848099787,0.66716796875,0.7514765625,1.1836479383707046,0.6677604166666666,0.748515625,0.662205406744452,0.00011849991433725141
41,1.2751732956369717,0.6678917643229166,0.7520509440104167,1.182380461494128,0.6680729166666667,0.7503125,0.6645526726976945,9.430258278782374e-05
42,1.2731294279334446,0.6682420247395834,0.75252978515625,1.1804434476296106,0.6684114583333334,0.7500260416666666,0.6648836306660223,7.266663980710836e-05
43,1.2713015915912886,0.6687088216145833,0.75296240234375,1.1796168158451716,0.6686197916666666,0.750546875,0.6634881751401889,5.369749353446967e-05
44,1.2696337256307404,0.66920263671875,0.7532931315104167,1.1775021709998448,0.669375,0.751328125,0.6652621597249857,3.7487559743776146e-05
45,1.2680952671219905,0.66947412109375,0.75367041015625,1.1770625166098276,0.669765625,0.75140625,0.6653915744986861,2.411581160303934e-05
46,1.2673822800988952,0.6697682291666667,0.7538815104166666,1.176569122672081,0.6699739583333333,0.7508854166666666,0.6657724721018454,1.3647394925077166e-05
47,1.2665328340083362,0.6700511067708333,0.7541502278645833,1.1762552950779597,0.669375,0.7510416666666667,0.6650461378413275,6.133310783663524e-06
