epoch,train_loss,train_acc,train_acc_top3,val_loss,val_acc,val_acc_top3,val_macro_f1,val_jpeg_acc,val_jpeg_support,lr
18,1.260533935546875,0.6499970703125,0.7367556966145833,1.2400881165663402,0.6552291666666666,0.7390208333333333,0.6502317659053757,0.8480463096960926,10365,0.0007796184920901998
19,1.2567765604654948,0.6509807942708333,0.7375750325520833,1.2378768002986908,0.6559986979166667,0.7398528645833333,0.6473103278263735,0.8792088760250845,10365,0.000750025
20,1.2521133829752604,0.65196435546875,0.7382931315104166,1.2324215149780116,0.6572395833333333,0.7408138020833334,0.6505267351611896,0.8796912686927159,10365,0.0007192136548371992
21,1.247885996500651,0.65284130859375,0.7390260416666666,1.2283902776638667,0.6578111979166666,0.7406419270833333,0.6536690887286828,0.8692715870718765,10365,0.0006873345663782851
22,1.2437808736165366,0.6537587890625,0.7399083658854166,1.223282007932663,0.659,0.742421875,0.6526840833902605,0.8894356005788712,10365,0.000654543046337755
23,1.2395901692708333,0.6546134440104167,0.7407057291666667,1.2244499142567318,0.6577408854166666,0.7420716145833334,0.652557597247468,0.8680173661360348,10365,0.0006209988517050539
24,1.2354481913248698,0.6556468098958333,0.7413707682291667,1.2229545800189177,0.65853515625,0.7426510416666666,0.6512316733204591,0.8144717800289436,10365,0.0005868654064245819
25,1.2314005635579428,0.6563610026041666,0.7421687825520833,1.221193256954352,0.6593450520833334,0.74155078125,0.6555046977277624,0.8719729860106127,10365,0.0005523090052106635
26,1.227048563639323,0.6573385416666667,0.74302490234375,1.2156491695046425,0.6611471354166667,0.7439088541666666,0.6567051122461656,0.8834539315002412,10365,0.0005174980033764155
27,1.2230479024251302,0.6582537434895833,0.7438115234375,1.208195438683033,0.662,0.7441302083333333,0.6558247401127439,0.8828750602990835,10365,0.00048260199662358486
28,1.2188023173014322,0.6592626953125,0.74450537109375,1.2108774787982306,0.6615,0.74396484375,0.6577188530372212,0.9072841292812349,10365,0.0004477909947893368
29,1.2147980855305989,0.6600618489583333,0.7453888346354167,1.2039287923177084,0.66281640625,0.7454583333333333,0.6561609352592103,0.8527737578388809,10365,0.00041323459357541826
30,1.210957285563151,0.6609541015625,0.7460340169270834,1.2012051567534605,0.66330078125,0.7459388020833333,0.656664172686376,0.8520019295706706,10365,0.0003791011482949461
31,1.207154815673828,0.6617360026041667,0.74661376953125,1.198316846748193,0.6643385416666666,0.7468125,0.6559340651096163,0.8366618427399903,10365,0.0003455569536622451
32,1.2032342427571614,0.6626315104166667,0.7474645182291667,1.1997917555967967,0.664328125,0.7465052083333333,0.6621203081088877,0.8895320791123975,10365,0.0003127654336217148
33,1.1997599487304687,0.663615234375,0.7481813151041666,1.1941762445370356,0.6650325520833333,0.7474388020833334,0.6574683201328625,0.8700434153400868,10365,0.00028088634516280073
34,1.1963382873535156,0.6642810872395833,0.7489168294270834,1.1914983324110509,0.6656875,0.7478736979166667,0.6591908744959812,0.8986010612638687,10365,0.00025007500000000016
35,1.192898691813151,0.6651442057291667,0.7494973958333333,1.1883157512644926,0.6665442708333333,0.7487486979166667,0.6612626483295714,0.88374336710082,10365,0.00022048150790980023
36,1.1894596557617187,0.6658693033854167,0.7502408854166667,1.1881608605484169,0.6669361979166667,0.74875,0.662503278021086,0.9008200675349735,10365,0.00019225004541093717
37,1.1869354654947917,0.6664186197916667,0.7507390950520834,1.1858594871759414,0.6671888020833333,0.74926953125,0.6646088889090414,0.8655089242643512,10365,0.00016551815335088884
38,1.184082499186198,0.6671764322916667,0.7514479166666667,1.1822780417601269,0.6683125,0.750265625,0.6634688738465446,0.8576941630487217,10365,0.00014041606682069135
39,1.1811031290690104,0.66771240234375,0.7519158528645833,1.1823935437003772,0.66806640625,0.7496158854166667,0.6644989424116027,0.8820067534973468,10365,0.00011706608066266701
40,1.1785613911946615,0.6684798177083333,0.75250537109375,1.1820049790541332,0.6681276041666667,0.7493671875,0.6635086731807412,0.8865412445730825,10365,9.558195366224509e-05
41,1.1766622314453126,0.66889306640625,0.7528216145833333,1.1795468427737554,0.668921875,0.750453125,0.6654575095101981,0.8775687409551375,10365,7.606835432659486e-05
42,1.1746238199869792,0.6692630208333333,0.7532477213541666,1.177760835657517,0.6690494791666667,0.7507760416666667,0.6658488064833341,0.8814278822961891,10365,5.862035095017957e-05
43,1.172935048421224,0.6698111979166667,0.75377099609375,1.1770608846644561,0.6692122395833333,0.7508619791666666,0.6651606193820164,0.873420164013507,10365,4.332294845158176e-05
44,1.1713577677408855,0.6701630859375,0.75419580078125,1.175682144065698,0.6693658854166666,0.7512513020833333,0.6653538681694687,0.871394114809455,10365,3.025067423808514e-05
45,1.1702027079264323,0.670404296875,0.7544368489583333,1.1757021569907666,0.6695026041666666,0.7514388020833334,0.6659805193049602,0.8802701398938736,10365,1.946721511563758e-05
46,1.1690967915852866,0.6706678059895833,0.7545504557291667,1.1752746336758138,0.6696966145833333,0.7514205729166666,0.6656640554612415,0.8781476121562952,10365,1.1025107013133849e-05
47,1.1684488321940105,0.6708899739583334,0.75464453125,1.174680960804224,0.6697786458333334,0.75155078125,0.6663682953523925,0.882392667631452,10365,4.965479032651954e-06
48,1.1681027119954428,0.6710304361979167,0.7549021809895833,1.1747370583911736,0.6697877604166667,0.7515390625,0.6663444318033787,0.8820067534973468,10365,1.3178530726008925e-06
